ID;Travel_Date;Traveler;Home_Office;Origin_Airport_Code;Destination_Airport_Code;City_Pair_Names;Carrier_Code;Carrier_Name;Cabin_Class;Advance_Purchase_Group;International_Domestic;Customer_related_Trip;Opportunity_ID;Opportunity_Size ID;Opportunity_Size;Carrier_Alliance;Mileage;Ticket_Amount;Lost_over_Low_Fare_Amount;Carbon_Footprint;Count
48180;10/04/2017;E230427;SFO;JAC;DEN;Jackson - Denver;United;United;Y;>20 days;Domestic;Yes;OPP0187223;O2;0 - 50k;StarAlliance;405;707,33;0;173,72;1
48180;10/04/2017;E230427;SFO;JAC;DEN;Jackson - Denver;United;United;Y;>20 days;Domestic;Yes;OPP0187223;O2;0 - 50k;StarAlliance;405;829,55;0;173,72;1
55486;05/04/2017;E230427;SFO;DEN;ORD;Denver - Chicago;United;United;Y;2-6 days;Domestic;Yes;OPP0187223;O2;0 - 50k;StarAlliance;888;426,17;0;380,98;1
55486;05/04/2017;E230427;SFO;JAC;DEN;Jackson - Denver;United;United;Y;2-6 days;Domestic;Yes;OPP0187223;O2;0 - 50k;StarAlliance;405;426,17;0;173,72;1
7200;10/05/2017;E230356;PHL;ATL;IND;Atlanta - Indianapolis;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0216612;O3;1m - 10m;SkyTeam;432;647,82;0;185,33;1
7200;10/05/2017;E230356;PHL;MSP;ATL;Minneapolis/St. Paul - Atlanta;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0216612;O3;1m - 10m;SkyTeam;907;647,82;0;389,15;1
7200;08/05/2017;E230356;PHL;ATL;MSP;Atlanta - Minneapolis/St. Paul;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0216612;O3;1m - 10m;SkyTeam;907;647,82;0;389,15;1
7200;08/05/2017;E230356;PHL;IND;ATL;Indianapolis - Atlanta;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0216612;O3;1m - 10m;SkyTeam;432;647,82;0;185,33;1
52038;16/05/2017;E201848;PHL;PIT;MCO;Pittsburgh - Orlando;Southwest;Southwest;Y;>20 days;Domestic;Yes;OPP0245416;O3;1m - 10m;No Alliance;836;221,84;0;358,62;1
52720;09/04/2017;E201848;PHL;EWR;PIT;Newark - Pittsburgh;United;United;Y;7-13 days;International;Yes;OPP0245416;O3;1m - 10m;StarAlliance;319;1970,91;0;136,74;1
52720;09/04/2017;E201848;PHL;ZRH;EWR;Zurich - Newark;United;United;Y;7-13 days;International;Yes;OPP0245416;O3;1m - 10m;StarAlliance;3939;1970,91;0;1533,48;1
52720;04/04/2017;E201848;PHL;EWR;ZRH;Newark - Zurich;United;United;Y;7-13 days;International;Yes;OPP0245416;O3;1m - 10m;StarAlliance;3939;1970,91;0;1533,48;1
52720;04/04/2017;E201848;PHL;PIT;EWR;Pittsburgh - Newark;United;United;Y;7-13 days;International;Yes;OPP0245416;O3;1m - 10m;StarAlliance;319;1970,91;0;136,74;1
54910;08/04/2017;E098863;LHR;LIS;LHR;Lisbon - London;TAP Portugal;TAP Portugal;Y;7-13 days;International;Yes;OPP0249748;O2;0 - 50k;StarAlliance;973;281,48;0;417,53;1
54910;07/04/2017;E098863;LHR;MAD;LIS;Madrid - Lisbon;TAP Portugal;TAP Portugal;Y;7-13 days;International;Yes;OPP0249748;O2;0 - 50k;StarAlliance;318;150,28;0;136,74;1
54910;06/04/2017;E098863;LHR;LHR;MAD;London - Madrid;British Airways;British Airways;Y;2-6 days;International;Yes;OPP0249748;O2;0 - 50k;OneWorld;775;548,21;0;332,39;1
51199;13/04/2017;E257215;PHL;CLT;IAD;Charlotte - Washington;American Airlines;American Airlines;F;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;321;150,44;0;138,03;1
51199;13/04/2017;E257215;PHL;RDU;CLT;Raleigh - Charlotte;American Airlines;American Airlines;F;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;129;150,44;0;68,37;1
46818;10/04/2017;E257215;PHL;PDX;PHX;Portland - Phoenix;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;1010;461,63;0;393,51;1
46818;10/04/2017;E257215;PHL;PHX;PIT;Phoenix - Pittsburgh;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;1810;461,63;0;704,73;1
46818;06/04/2017;E257215;PHL;ORD;PDX;Chicago - Portland;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;1736;461,63;0;675,87;1
46818;06/04/2017;E257215;PHL;PIT;ORD;Pittsburgh - Chicago;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0285570;O2;0 - 50k;OneWorld;411;461,63;0;176,3;1
55859;06/04/2017;E243160;SFO;PHX;SAN;Phoenix - San Diego;American Airlines;American Airlines;W;0-1 days;Domestic;Yes;OPP0300462;O1;250k - 1m;OneWorld;304;370,16;0;160,59;1
55859;05/04/2017;E243160;SFO;SAN;PHX;San Diego - Phoenix;American Airlines;American Airlines;W;0-1 days;Domestic;Yes;OPP0300462;O1;250k - 1m;OneWorld;304;370,16;0;160,59;1
51908;13/04/2017;E056816;LHR;BCN;LGW;Barcelona - London;Vueling;Vueling;C;>20 days;International;Yes;OPP0312527;O4;50k - 250k;No Alliance;689;434,84;0;295,84;1
51908;12/04/2017;E056816;LHR;LGW;BCN;London - Barcelona;Vueling;Vueling;C;>20 days;International;Yes;OPP0312527;O4;50k - 250k;No Alliance;689;434,84;0;295,84;1
6428;15/05/2017;E162381;SFO;AUS;BOS;Austin - Boston;JetBlue;JetBlue;Y;>20 days;Domestic;Yes;OPP0321698;O1;250k - 1m;No Alliance;1697;343,06;0;660,66;1
53857;07/04/2017;E162381;SFO;EWR;AUS;Newark - Austin;United;United;C;2-6 days;Domestic;Yes;OPP0321698;O1;250k - 1m;StarAlliance;1502;1224,71;0;585;1
53857;04/04/2017;E162381;SFO;AUS;EWR;Austin - Newark;United;United;C;2-6 days;Domestic;Yes;OPP0321698;O1;250k - 1m;StarAlliance;1502;1224,71;0;585;1
45347;03/05/2017;E089626;LHR;LHR;CDG;London - Paris;British Airways;British Airways;C;>20 days;International;Yes;OPP0385504;O2;0 - 50k;OneWorld;215;727,65;0;113,42;1
54969;06/04/2017;E297819;PHL;MDW;MCO;Chicago - Orlando;Southwest;Southwest;Y;2-6 days;Domestic;Yes;OPP0401205;O3;1m - 10m;No Alliance;992;75,11;0;425,7;1
49109;07/04/2017;E118393;LHR;LIS;LHR;Lisbon - London;TAP Portugal;TAP Portugal;Y;>20 days;International;Yes;OPP0437923;O1;250k - 1m;StarAlliance;973;250,35;0;417,53;1
49109;06/04/2017;E118393;LHR;LHR;LIS;London - Lisbon;TAP Portugal;TAP Portugal;Y;>20 days;International;Yes;OPP0437923;O1;250k - 1m;StarAlliance;973;250,35;19,4;417,53;1
53590;14/04/2017;E138764;MEX;GRU;MIA;Sao Paulo - Miami;American Airlines;American Airlines;Y;7-13 days;International;Yes;OPP0440802;O2;0 - 50k;OneWorld;4089;1719,59;0;1591,59;1
53590;10/04/2017;E138764;MEX;MIA;GRU;Miami - Sao Paulo;American Airlines;American Airlines;Y;7-13 days;International;Yes;OPP0440802;O2;0 - 50k;OneWorld;4089;1719,59;0;1591,59;1
53578;06/04/2017;E206397;FRA;TXL;FRA;Berlin - Frankfurt;Lufthansa;Lufthansa;Y;7-13 days;Domestic;Yes;OPP0445555;O2;0 - 50k;StarAlliance;268;249,96;0;142,04;1
53578;04/04/2017;E206397;FRA;FRA;TXL;Frankfurt - Berlin;Lufthansa;Lufthansa;Y;7-13 days;Domestic;Yes;OPP0445555;O2;0 - 50k;StarAlliance;268;249,96;0;142,04;1
54079;08/04/2017;E181819;MEX;BOG;MIA;Bogota - Miami;American Airlines;American Airlines;Y;2-6 days;International;Yes;OPP0446562;O1;250k - 1m;OneWorld;1514;442,17;0;589,68;1
54079;04/04/2017;E181819;MEX;MIA;BOG;Miami - Bogota;American Airlines;American Airlines;Y;2-6 days;International;Yes;OPP0446562;O1;250k - 1m;OneWorld;1514;442,17;89,19;589,68;1
54267;06/04/2017;E010127;DXB;MAD;ZRH;Madrid - Zurich;SWISS;SWISS;Y;2-6 days;International;Yes;OPP0476722;O2;0 - 50k;StarAlliance;771;340,92;0;330,67;1
54267;04/04/2017;E010127;DXB;ZRH;MAD;Zurich - Madrid;SWISS;SWISS;Y;2-6 days;International;Yes;OPP0476722;O2;0 - 50k;StarAlliance;771;340,92;100,84;330,67;1
43077;10/04/2017;E116958;SYD;SIN;MEL;Singapore - Melbourne;Singapore Airlines;Singapore Airlines;Y;>20 days;International;Yes;OPP0476743;O2;0 - 50k;StarAlliance;3752;889,49;0;1460,94;1
53528;22/04/2017;E292815;PHL;ORD;GRR;Chicago - Grand Rapids;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0486452;O3;1m - 10m;OneWorld;136;162,84;0;72,08;1
53528;20/04/2017;E292815;PHL;GRR;ORD;Grand Rapids - Chicago;American Airlines;American Airlines;Y;>20 days;Domestic;Yes;OPP0486452;O3;1m - 10m;OneWorld;136;162,84;36,88;72,08;1
53560;15/04/2017;E230769;SFO;EWR;DEN;Newark - Denver;United;United;C;14-20 days;Domestic;Yes;OPP0486884;O2;0 - 50k;StarAlliance;1603;1589,9;0;624;1
53560;12/04/2017;E230769;SFO;LAX;EWR;Los Angeles - Newark;United;United;C;14-20 days;Domestic;Yes;OPP0486884;O2;0 - 50k;StarAlliance;2451;1589,9;0;953,94;1
53560;11/04/2017;E230769;SFO;DEN;LAX;Denver - Los Angeles;United;United;C;14-20 days;Domestic;Yes;OPP0486884;O2;0 - 50k;StarAlliance;860;1589,9;0;368,94;1
52107;01/04/2017;E230769;SFO;LGA;DEN;New York - Denver;United;United;C;7-13 days;Domestic;Yes;OPP0486884;O2;0 - 50k;StarAlliance;1618;1019,28;0;629,85;1
55433;04/04/2017;E280278;PHL;ORD;BOS;Chicago - Boston;JetBlue;JetBlue;Y;0-1 days;Domestic;Yes;OPP0505006;O2;0 - 50k;No Alliance;865;467,43;0;371,09;1
55433;03/04/2017;E280278;PHL;BOS;ORD;Boston - Chicago;JetBlue;JetBlue;Y;0-1 days;Domestic;Yes;OPP0505006;O2;0 - 50k;No Alliance;865;467,43;103,91;371,09;1
49862;08/04/2017;E278576;SFO;IAH;SLC;Houston - Salt Lake City;Delta;Delta;Y;>20 days;Domestic;Yes;OPP0527582;O3;1m - 10m;SkyTeam;1196;790,97;0;465,66;1
49862;08/04/2017;E278576;SFO;IAH;SLC;Houston - Salt Lake City;Delta;Delta;Y;>20 days;Domestic;Yes;OPP0527582;O3;1m - 10m;SkyTeam;1196;1002,39;0;465,66;1
49862;05/04/2017;E278576;SFO;SLC;IAH;Salt Lake City - Houston;Delta;Delta;Y;>20 days;Domestic;Yes;OPP0527582;O3;1m - 10m;SkyTeam;1196;1002,39;0;465,66;1
56420;15/04/2017;E139782;MEX;EZE;MIA;Buenos Aires - Miami;American Airlines;American Airlines;Y;7-13 days;International;Yes;OPP0528305;O1;250k - 1m;OneWorld;4416;2000,72;0;1719,12;1
56420;13/04/2017;E139782;MEX;SCL;EZE;Santiago - Buenos Aires;Lan Airlines;Lan Airlines;Y;2-6 days;International;Yes;OPP0528305;O1;250k - 1m;No Alliance;702;347,94;0;301;1
56420;11/04/2017;E139782;MEX;CNF;GRU;Belo Horizonte - Sao Paulo;Azul Linhas Aereas Brasileiras (B2B);Azul Linhas Aereas Brasileiras (B2B);Y;2-6 days;International;Yes;OPP0528305;O1;250k - 1m;No Alliance;308;149,72;0;162,71;1
56420;11/04/2017;E139782;MEX;GRU;SCL;Sao Paulo - Santiago;Lan Airlines;Lan Airlines;Y;2-6 days;International;Yes;OPP0528305;O1;250k - 1m;No Alliance;1626;347,94;0;633,36;1
56420;10/04/2017;E139782;MEX;GRU;CNF;Sao Paulo - Belo Horizonte;TAM Linhas Aerea;TAM Linhas Aerea;Y;2-6 days;International;Yes;OPP0528305;O1;250k - 1m;No Alliance;308;1673,27;0;162,71;1
56420;10/04/2017;E139782;MEX;MIA;GRU;Miami - Sao Paulo;TAM Linhas Aerea;TAM Linhas Aerea;Y;2-6 days;International;Yes;OPP0528305;O1;250k - 1m;No Alliance;4089;1673,27;0;1591,59;1
54591;16/05/2017;E025941;SYD;SYD;BNE;Sydney - Brisbane;Qantas Airways;Qantas Airways;Y;>20 days;Domestic;Yes;OPP0563374;O1;250k - 1m;OneWorld;467;463,75;400,54;200,38;1
54584;04/05/2017;E025941;SYD;BNE;SYD;Brisbane - Sydney;Qantas Airways;Qantas Airways;Y;>20 days;Domestic;Yes;OPP0563374;O1;250k - 1m;OneWorld;467;463,75;0;200,38;1
54584;02/05/2017;E025941;SYD;SYD;BNE;Sydney - Brisbane;Qantas Airways;Qantas Airways;Y;>20 days;Domestic;Yes;OPP0563374;O1;250k - 1m;OneWorld;467;463,75;400,54;200,38;1
43081;21/04/2017;E025941;SYD;BNE;SYD;Brisbane - Sydney;Qantas Airways;Qantas Airways;Y;>20 days;Domestic;Yes;OPP0563374;O1;250k - 1m;OneWorld;467;77,96;0;200,38;1
43081;20/04/2017;E025941;SYD;SYD;BNE;Sydney - Brisbane;Qantas Airways;Qantas Airways;Y;>20 days;Domestic;Yes;OPP0563374;O1;250k - 1m;OneWorld;467;77,96;0;200,38;1
55993;15/04/2017;E293489;MEX;EZE;MIA;Buenos Aires - Miami;American Airlines;American Airlines;C;7-13 days;International;Yes;OPP0581260;O1;250k - 1m;OneWorld;4416;4324,4;0;1719,12;1
55993;13/04/2017;E293489;MEX;BOG;PTY;Bogota - Panama City;Copa Airlines;Copa Airlines;C;7-13 days;International;Yes;OPP0581260;O1;250k - 1m;StarAlliance;472;1033,48;0;202,96;1
55993;13/04/2017;E293489;MEX;PTY;EZE;Panama City - Buenos Aires;Copa Airlines;Copa Airlines;C;7-13 days;International;Yes;OPP0581260;O1;250k - 1m;StarAlliance;3313;1033,48;0;1289,73;1
55993;11/04/2017;E293489;MEX;MIA;BOG;Miami - Bogota;American Airlines;American Airlines;Y;7-13 days;International;Yes;OPP0581260;O1;250k - 1m;OneWorld;1514;4324,4;0;589,68;1
54998;07/04/2017;E105518;LHR;LHR;MAN;London - Manchester;British Airways;British Airways;Y;7-13 days;Domestic;Yes;OPP0594834;O1;250k - 1m;OneWorld;151;352;0;79,5;1
54998;07/04/2017;E105518;LHR;MAN;LHR;Manchester - London;British Airways;British Airways;Y;7-13 days;Domestic;Yes;OPP0594834;O1;250k - 1m;OneWorld;151;352;0;79,5;1
53545;14/04/2017;E248763;PHL;DFW;PHL;Dallas - Philadelphia;American Airlines;American Airlines;Y;14-20 days;Domestic;Yes;OPP0643493;O2;0 - 50k;OneWorld;1301;433,79;0;506,61;1
53545;11/04/2017;E248763;PHL;PHL;DFW;Philadelphia - Dallas;American Airlines;American Airlines;Y;14-20 days;Domestic;Yes;OPP0643493;O2;0 - 50k;OneWorld;1301;433,79;0;506,61;1
44000;08/04/2017;E061957;SYD;DPS;SYD;Denpasar - Sydney;Virgin Australia;Virgin Australia;Y;>20 days;International;Yes;OPP0695675;O1;250k - 1m;No Alliance;2874;539,25;0;1118,91;1
44000;08/04/2017;E061957;SYD;DPS;SYD;Denpasar - Sydney;Virgin Australia;Virgin Australia;Y;>20 days;International;Yes;OPP0695675;O1;250k - 1m;No Alliance;2874;54,12;0;1118,91;1
44000;05/04/2017;E061957;SYD;SYD;DPS;Sydney - Denpasar;Virgin Australia;Virgin Australia;Y;>20 days;International;Yes;OPP0695675;O1;250k - 1m;No Alliance;2874;54,12;0;1118,91;1
55205;16/04/2017;E018789;FRA;AMS;BHX;Amsterdam - Birmingham;KLM;KLM;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;275;587,48;0;145,75;1
55205;16/04/2017;E018789;FRA;SVO;AMS;Moscow - Amsterdam;KLM;KLM;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;1332;587,48;0;518,7;1
55205;15/04/2017;E018789;FRA;NBC;SVO;Naberevnye Chelny - Moscow;Aeroflot;Aeroflot;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;570;151,35;0;244,67;1
55205;13/04/2017;E018789;FRA;SVO;NBC;Moscow - Naberevnye Chelny;Aeroflot;Aeroflot;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;570;151,35;0;244,67;1
55205;10/04/2017;E018789;FRA;BHX;CDG;Birmingham - Paris;Air France;Air France;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;302;587,48;0;160,06;1
55205;10/04/2017;E018789;FRA;CDG;SVO;Paris - Moscow;Air France;Air France;Y;7-13 days;International;Yes;OPP0716799;O2;0 - 50k;SkyTeam;1526;587,48;0;593,97;1
56712;14/04/2017;E249035;SFO;SEA;SLC;Seattle - Salt Lake City;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0772312;O2;0 - 50k;SkyTeam;688;869,72;0;295,41;1
56712;13/04/2017;E249035;SFO;SFO;SEA;San Francisco - Seattle;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0772312;O2;0 - 50k;SkyTeam;679;869,72;0;291,54;1
56712;10/04/2017;E249035;SFO;SLC;SJC;Salt Lake City - San Jose;Delta;Delta;Y;2-6 days;Domestic;Yes;OPP0772312;O2;0 - 50k;SkyTeam;584;869,72;0;250,26;1
48542;20/04/2017;E185592;MEX;EZE;MIA;Buenos Aires - Miami;American Airlines;American Airlines;C;>20 days;International;Yes;OPP0867198;O1;250k - 1m;OneWorld;4416;4324,11;0;1719,12;1
48542;18/04/2017;E185592;MEX;MIA;EZE;Miami - Buenos Aires;American Airlines;American Airlines;C;>20 days;International;Yes;OPP0867198;O1;250k - 1m;OneWorld;4416;4324,11;0;1719,12;1
46923;10/04/2017;E068256;PVG;SIN;AKL;Singapore - Auckland;Air New Zealand;Air New Zealand;Y;>20 days;International;Yes;OPP0896472;O3;1m - 10m;StarAlliance;5230;2211,11;0;2035,8;1
46923;09/04/2017;E068256;PVG;FRA;SIN;Frankfurt - Singapore;Air New Zealand;Air New Zealand;Y;>20 days;International;Yes;OPP0896472;O3;1m - 10m;StarAlliance;6394;2211,11;0;2488,98;1
46923;01/04/2017;E068256;PVG;PVG;FRA;Shanghai - Frankfurt;Lufthansa;Lufthansa;Y;>20 days;International;Yes;OPP0896472;O3;1m - 10m;StarAlliance;5509;2211,11;0;2144,61;1
53235;07/04/2017;E091667;DXB;MUC;BHX;Munich - Birmingham;Lufthansa;Lufthansa;Y;7-13 days;International;Yes;OPP0913280;O3;1m - 10m;StarAlliance;659;407,39;0;282,94;1
53235;04/04/2017;E091667;DXB;BHX;MUC;Birmingham - Munich;Lufthansa;Lufthansa;Y;7-13 days;International;Yes;OPP0913280;O3;1m - 10m;StarAlliance;659;407,39;0;282,94;1
54318;05/05/2017;E069231;SYD;SYD;CBR;Sydney - Canberra;Virgin Australia;Virgin Australia;Y;2-6 days;Domestic;Yes;OPP0914195;O2;0 - 50k;No Alliance;147;112,55;20,23;77,38;1
54336;06/04/2017;E069231;SYD;CBR;MEL;Canberra - Melbourne;Virgin Australia;Virgin Australia;Y;7-13 days;Domestic;Yes;OPP0914195;O2;0 - 50k;No Alliance;291;192,01;17,53;154,23;1
53812;04/04/2017;E069231;SYD;BNE;SYD;Brisbane - Sydney;Virgin Australia;Virgin Australia;Y;2-6 days;Domestic;Yes;OPP0914195;O2;0 - 50k;No Alliance;467;212,93;0;200,38;1
53812;03/04/2017;E069231;SYD;SYD;BNE;Sydney - Brisbane;Virgin Australia;Virgin Australia;Y;2-6 days;Domestic;Yes;OPP0914195;O2;0 - 50k;No Alliance;467;212,93;47,15;200,38;1
55986;15/05/2017;E259511;LHR;EWR;PIT;Newark - Pittsburgh;United;United;Y;>20 days;International;Yes;OPP0931494;O1;250k - 1m;StarAlliance;319;1028,83;0;136,74;1
55986;15/05/2017;E259511;LHR;FRA;EWR;Frankfurt - Newark;United;United;Y;>20 days;International;Yes;OPP0931494;O1;250k - 1m;StarAlliance;3863;1028,83;0;1503,84;1
55986;07/05/2017;E259511;LHR;EWR;FRA;Newark - Frankfurt;United;United;Y;>20 days;International;Yes;OPP0931494;O1;250k - 1m;StarAlliance;3863;1028,83;0;1503,84;1
55986;07/05/2017;E259511;LHR;PIT;EWR;Pittsburgh - Newark;United;United;Y;>20 days;International;Yes;OPP0931494;O1;250k - 1m;StarAlliance;319;1028,83;0;136,74;1
53724;01/04/2017;E059116;SYD;AKL;MEL;Auckland - Melbourne;Qantas Airways;Qantas Airways;Y;2-6 days;International;Yes;OPP0942009;O4;50k - 250k;OneWorld;1640;590,22;0;638,43;1
52796;01/04/2017;E276948;SFO;SEA;SLC;Seattle - Salt Lake City;Delta;Delta;Y;7-13 days;Domestic;Yes;OPP0962328;O1;250k - 1m;SkyTeam;688;430,33;0;295,41;1
6587;17/05/2017;E176081;SFO;IAH;SFO;Houston - San Francisco;United;United;Y;7-13 days;Domestic;Yes;OPP0967312;O3;1m - 10m;StarAlliance;1635;718,44;0;636,48;1
51604;16/05/2017;E176081;SFO;SFO;MCO;San Francisco - Orlando;United;United;Y;>20 days;Domestic;Yes;OPP0967312;O3;1m - 10m;StarAlliance;2443;574,64;0;951,21;1
6587;14/05/2017;E176081;SFO;SFO;IAH;San Francisco - Houston;United;United;Y;7-13 days;Domestic;Yes;OPP0967312;O3;1m - 10m;StarAlliance;1635;718,44;0;636,48;1
55832;17/04/2017;E176619;PHL;BWI;ORD;Baltimore - Chicago;American Airlines;American Airlines;Y;7-13 days;Domestic;Yes;OPP0972143;O2;0 - 50k;OneWorld;620;253,5;0;266,17;1
55832;12/04/2017;E176619;PHL;ORD;BWI;Chicago - Baltimore;United;United;Y;7-13 days;Domestic;Yes;OPP0972143;O2;0 - 50k;StarAlliance;620;88,97;35,54;266,17;1
4528;04/05/2017;E034894;PHL;SEA;PHL;Seattle - Philadelphia;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;OPP0981055;O3;1m - 10m;OneWorld;2374;692,91;0;924,3;1
4528;01/05/2017;E034894;PHL;ORD;SEA;Chicago - Seattle;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;OPP0981055;O3;1m - 10m;OneWorld;1717;692,91;0;668,46;1
4528;01/05/2017;E034894;PHL;PHL;ORD;Philadelphia - Chicago;American Airlines;American Airlines;Y;2-6 days;Domestic;Yes;OPP0981055;O3;1m - 10m;OneWorld;676;692,91;0;290,25;1
45479;07/04/2017;E034894;PHL;MSP;ORD;Minneapolis/St. Paul - Chicago;Delta;Delta;Y;>20 days;Domestic;Yes;OPP0981055;O3;1m - 10m;SkyTeam;333;245,98;0;143,19;1
